16070.00,0.0350,3510.00,0.0450,1640.00,-0.0060,22240.00,0.0350,8440.00,0.0450
17380.00,0.0820,3770.00,0.0740,1610.00,-0.0180,23860.00,0.0730,9030.00,0.0700
18060.00,0.0390,4100.00,0.0880,1670.00,0.0370,24870.00,0.0420,9670.00,0.0710
18950.00,0.0490,4650.00,0.1340,1910.00,0.1440,26060.00,0.0480,10530.00,0.0890
20050.00,0.0580,5130.00,0.1030,2080.00,0.0890,27470.00,0.0540,11380.00,0.0810
20980.00,0.0460,5490.00,0.0700,2180.00,0.0480,28740.00,0.0460,12120.00,0.0650
22310.00,0.0630,5800.00,0.0560,2270.00,0.0410,30500.00,0.0610,12840.00,0.0590
23420.00,0.0500,6190.00,0.0670,2290.00,0.0090,31990.00,0.0490,13560.00,0.0560
24820.00,0.0600,6600.00,0.0660,2380.00,0.0390,33800.00,0.0570,14370.00,0.0600
25740.00,0.0370,7070.00,0.0710,2570.00,0.0800,35070.00,0.0380,15240.00,0.0610
26770.00,0.0400,7630.00,0.0790,2740.00,0.0660,36470.00,0.0400,16180.00,0.0620
27880.00,0.0410,8280.00,0.0850,2970.00,0.0840,37970.00,0.0410,17160.00,0.0610
28990.00,0.0400,8650.00,0.0450,3150.00,0.0610,39450.00,0.0390,17820.00,0.0380
30130.00,0.0390,8890.00,0.0280,3240.00,0.0290,40960.00,0.0380,18380.00,0.0310
31280.00,0.0380,9150.00,0.0290,3340.00,0.0310,42450.00,0.0360,18930.00,0.0300
32340.00,0.0340,9430.00,0.0310,3400.00,0.0180,43880.00,0.0340,19570.00,0.0340
33500.00,0.0360,9670.00,0.0250,3460.00,0.0180,45350.00,0.0340,20150.00,0.0300
34700.00,0.0360,9980.00,0.0320,3560.00,0.0290,46990.00,0.0360,20790.00,0.0320
35830.00,0.0330,10230.00,0.0250,3660.00,0.0280,48510.00,0.0320,21370.00,0.0280
